v3	V(vin)	V(vout)
-1.400000000000037e+000	-1.400000e+000	1.370654e+001
-1.300000000000037e+000	-1.300000e+000	1.305775e+001
-1.200000000000037e+000	-1.200000e+000	1.205813e+001
-1.100000000000037e+000	-1.100000e+000	1.105851e+001
-1.000000000000036e+000	-1.000000e+000	1.005889e+001
-9.000000000000364e-001	-9.000000e-001	9.059264e+000
-8.000000000000365e-001	-8.000000e-001	8.059642e+000
-7.000000000000365e-001	-7.000000e-001	7.060019e+000
-6.000000000000365e-001	-6.000000e-001	6.060397e+000
-5.000000000000365e-001	-5.000000e-001	5.060775e+000
-4.000000000000366e-001	-4.000000e-001	4.061153e+000
-3.000000000000366e-001	-3.000000e-001	3.061531e+000
-2.000000000000366e-001	-2.000000e-001	2.061908e+000
-1.000000000000366e-001	-1.000000e-001	1.062286e+000
-3.655409308578328e-014	-3.655409e-014	6.266358e-002
9.999999999996345e-002	1.000000e-001	-9.369587e-001
1.999999999999635e-001	2.000000e-001	-1.936581e+000
2.999999999999635e-001	3.000000e-001	-2.936203e+000
3.999999999999635e-001	4.000000e-001	-3.935826e+000
4.999999999999635e-001	5.000000e-001	-4.935448e+000
5.999999999999635e-001	6.000000e-001	-5.935070e+000
6.999999999999634e-001	7.000000e-001	-6.934692e+000
7.999999999999634e-001	8.000000e-001	-7.934315e+000
8.999999999999634e-001	9.000000e-001	-8.933937e+000
9.999999999999634e-001	1.000000e+000	-9.933559e+000
1.099999999999964e+000	1.100000e+000	-1.093318e+001
1.199999999999964e+000	1.200000e+000	-1.193280e+001
1.299999999999964e+000	1.300000e+000	-1.293243e+001
1.399999999999964e+000	1.400000e+000	-1.393205e+001
1.499999999999964e+000	1.500000e+000	-1.421080e+001
1.599999999999964e+000	1.600000e+000	-1.421071e+001
1.699999999999964e+000	1.700000e+000	-1.421061e+001
1.799999999999964e+000	1.800000e+000	-1.421051e+001
1.899999999999964e+000	1.900000e+000	-1.421042e+001
1.999999999999964e+000	2.000000e+000	-1.421032e+001
2.099999999999964e+000	2.100000e+000	-1.421022e+001
2.199999999999964e+000	2.200000e+000	-1.421012e+001
2.299999999999964e+000	2.300000e+000	-1.421003e+001
2.399999999999964e+000	2.400000e+000	-1.420993e+001
2.499999999999965e+000	2.500000e+000	-1.420983e+001
2.599999999999965e+000	2.600000e+000	-1.420973e+001
2.699999999999965e+000	2.700000e+000	-1.420964e+001
2.799999999999965e+000	2.800000e+000	-1.420954e+001
2.899999999999965e+000	2.900000e+000	-1.420944e+001
2.999999999999965e+000	3.000000e+000	-1.420934e+001
3.099999999999965e+000	3.100000e+000	-1.420925e+001
3.199999999999965e+000	3.200000e+000	-1.420915e+001
3.299999999999965e+000	3.300000e+000	-1.420905e+001
3.399999999999965e+000	3.400000e+000	-1.420895e+001
3.499999999999965e+000	3.500000e+000	-1.420886e+001
3.599999999999965e+000	3.600000e+000	-1.420876e+001
3.699999999999966e+000	3.700000e+000	-1.420866e+001
3.799999999999966e+000	3.800000e+000	-1.420856e+001
3.899999999999966e+000	3.900000e+000	-1.420847e+001
3.999999999999966e+000	4.000000e+000	-1.420837e+001
4.099999999999966e+000	4.100000e+000	-1.420827e+001
4.199999999999966e+000	4.200000e+000	-1.420818e+001
4.299999999999965e+000	4.300000e+000	-1.420808e+001
4.399999999999965e+000	4.400000e+000	-1.420798e+001
4.499999999999965e+000	4.500000e+000	-1.420788e+001
4.599999999999964e+000	4.600000e+000	-1.420779e+001
4.699999999999964e+000	4.700000e+000	-1.420769e+001
4.799999999999963e+000	4.800000e+000	-1.420759e+001
4.899999999999963e+000	4.900000e+000	-1.420749e+001
4.999999999999963e+000	5.000000e+000	-1.420740e+001
5.099999999999962e+000	5.100000e+000	-1.420730e+001
5.199999999999962e+000	5.200000e+000	-1.420720e+001
5.299999999999962e+000	5.300000e+000	-1.420710e+001
5.399999999999961e+000	5.400000e+000	-1.420701e+001
5.499999999999961e+000	5.500000e+000	-1.420691e+001
5.599999999999961e+000	5.600000e+000	-1.420681e+001
5.699999999999960e+000	5.700000e+000	-1.420671e+001
5.799999999999960e+000	5.800000e+000	-1.420662e+001
5.899999999999960e+000	5.900000e+000	-1.420652e+001
5.999999999999959e+000	6.000000e+000	-1.420642e+001
6.099999999999959e+000	6.100000e+000	-1.420632e+001
6.199999999999958e+000	6.200000e+000	-1.420623e+001
6.299999999999958e+000	6.300000e+000	-1.420613e+001
6.399999999999958e+000	6.400000e+000	-1.420603e+001
6.499999999999957e+000	6.500000e+000	-1.420593e+001
6.599999999999957e+000	6.600000e+000	-1.420584e+001
6.699999999999957e+000	6.700000e+000	-1.420574e+001
6.799999999999956e+000	6.800000e+000	-1.420564e+001
6.899999999999956e+000	6.900000e+000	-1.420554e+001
6.999999999999956e+000	7.000000e+000	-1.420545e+001
7.099999999999955e+000	7.100000e+000	-1.420535e+001
7.199999999999955e+000	7.200000e+000	-1.420525e+001
7.299999999999955e+000	7.300000e+000	-1.420515e+001
7.399999999999954e+000	7.400000e+000	-1.420506e+001
7.499999999999954e+000	7.500000e+000	-1.420496e+001
7.599999999999954e+000	7.600000e+000	-1.420486e+001
7.699999999999953e+000	7.700000e+000	-1.420476e+001
7.799999999999953e+000	7.800000e+000	-1.420467e+001
7.899999999999952e+000	7.900000e+000	-1.420457e+001
7.999999999999952e+000	8.000000e+000	-1.420447e+001
8.099999999999952e+000	8.100000e+000	-1.420438e+001
8.199999999999951e+000	8.200000e+000	-1.420428e+001
8.299999999999951e+000	8.300000e+000	-1.420418e+001
8.399999999999951e+000	8.400000e+000	-1.420408e+001
8.499999999999950e+000	8.500000e+000	-1.420399e+001
8.599999999999950e+000	8.600000e+000	-1.420389e+001
8.699999999999950e+000	8.700000e+000	-1.420379e+001
8.799999999999949e+000	8.800000e+000	-1.420369e+001
8.899999999999949e+000	8.900000e+000	-1.420360e+001
8.999999999999949e+000	9.000000e+000	-1.420350e+001
9.099999999999948e+000	9.100000e+000	-1.420340e+001
9.199999999999948e+000	9.200000e+000	-1.420330e+001
9.299999999999947e+000	9.300000e+000	-1.420321e+001
9.399999999999947e+000	9.400000e+000	-1.420311e+001
9.499999999999947e+000	9.500000e+000	-1.420301e+001
9.599999999999946e+000	9.600000e+000	-1.420291e+001
9.699999999999946e+000	9.700000e+000	-1.420282e+001
9.799999999999946e+000	9.800000e+000	-1.420272e+001
9.899999999999945e+000	9.900000e+000	-1.420262e+001
9.999999999999945e+000	1.000000e+001	-1.420252e+001
1.009999999999995e+001	1.010000e+001	-1.420243e+001
1.019999999999994e+001	1.020000e+001	-1.420233e+001
1.029999999999994e+001	1.030000e+001	-1.420223e+001
1.039999999999994e+001	1.040000e+001	-1.420213e+001
1.049999999999994e+001	1.050000e+001	-1.420204e+001
1.059999999999994e+001	1.060000e+001	-1.420194e+001
1.069999999999994e+001	1.070000e+001	-1.420184e+001
1.079999999999994e+001	1.080000e+001	-1.420174e+001
1.089999999999994e+001	1.090000e+001	-1.420165e+001
1.099999999999994e+001	1.100000e+001	-1.420155e+001
1.109999999999994e+001	1.110000e+001	-1.420145e+001
1.119999999999994e+001	1.120000e+001	-1.420135e+001
1.129999999999994e+001	1.130000e+001	-1.420126e+001
1.139999999999994e+001	1.140000e+001	-1.420116e+001
1.149999999999994e+001	1.150000e+001	-1.420106e+001
1.159999999999994e+001	1.160000e+001	-1.420096e+001
1.169999999999994e+001	1.170000e+001	-1.420087e+001
1.179999999999994e+001	1.180000e+001	-1.420077e+001
1.189999999999994e+001	1.190000e+001	-1.420067e+001
1.199999999999994e+001	1.200000e+001	-1.420057e+001
1.209999999999994e+001	1.210000e+001	-1.420048e+001
1.219999999999994e+001	1.220000e+001	-1.420038e+001
1.229999999999994e+001	1.230000e+001	-1.420028e+001
1.239999999999994e+001	1.240000e+001	-1.420018e+001
1.249999999999994e+001	1.250000e+001	-1.420009e+001
1.259999999999994e+001	1.260000e+001	-1.419999e+001
1.269999999999994e+001	1.270000e+001	-1.419989e+001
1.279999999999994e+001	1.280000e+001	-1.419979e+001
1.289999999999994e+001	1.290000e+001	-1.419970e+001
1.299999999999993e+001	1.300000e+001	-1.419960e+001
1.309999999999993e+001	1.310000e+001	-1.419950e+001
1.319999999999993e+001	1.320000e+001	-1.419940e+001
1.329999999999993e+001	1.330000e+001	-1.419931e+001
1.339999999999993e+001	1.340000e+001	-1.419921e+001
1.349999999999993e+001	1.350000e+001	-1.419911e+001
1.359999999999993e+001	1.360000e+001	-1.419902e+001
1.369999999999993e+001	1.370000e+001	-1.419892e+001
1.379999999999993e+001	1.380000e+001	-1.419882e+001
1.389999999999993e+001	1.390000e+001	-1.419872e+001
1.399999999999993e+001	1.400000e+001	-1.419863e+001
1.409999999999993e+001	1.410000e+001	-1.419853e+001
1.419999999999993e+001	1.420000e+001	-1.419843e+001
1.429999999999993e+001	1.430000e+001	-1.419833e+001
1.439999999999993e+001	1.440000e+001	-1.419824e+001
1.449999999999993e+001	1.450000e+001	-1.419814e+001
1.459999999999993e+001	1.460000e+001	-1.419804e+001
1.469999999999993e+001	1.470000e+001	-1.419794e+001
1.479999999999993e+001	1.480000e+001	-1.419785e+001
1.489999999999993e+001	1.490000e+001	-1.419775e+001
1.500000000000000e+001	1.500000e+001	-1.419765e+001
