Freq.	V(vout)/V(v1)
7.94328234724283e+005	(-1.72703378956098e-001dB,-7.98762615380581e+001°)
1.00000000000000e+006	(-2.04775166908874e+000dB,-9.36872790666604e+001°)
1.25892541179417e+006	(-4.42112416084170e+000dB,-1.07296093744410e+002°)
1.58489319246112e+006	(-7.24658317542052e+000dB,-1.19939903526423e+002°)
1.99526231496888e+006	(-1.04373315874677e+001dB,-1.31129421104268e+002°)
2.51188643150959e+006	(-1.38980156551512e+001dB,-1.40688280974200e+002°)
3.16227766016839e+006	(-1.75463432981863e+001dB,-1.48669647693206e+002°)
3.98107170553498e+006	(-2.13202220966899e+001dB,-1.55248952810386e+002°)
5.01187233627274e+006	(-2.51762802752265e+001dB,-1.60645665862226e+002°)
6.30957344480195e+006	(-2.90855678877074e+001dB,-1.65080061185785e+002°)
7.94328234724284e+006	(-3.30293316103827e+001dB,-1.68754229288754e+002°)
1.00000000000000e+007	(-3.69957562820562e+001dB,-1.71846586466620e+002°)
1.25892541179417e+007	(-4.09777206365410e+001dB,-1.74512979932100e+002°)
1.58489319246112e+007	(-4.49713781830550e+001dB,-1.76890646269849e+002°)
1.99526231496889e+007	(-4.89753702105114e+001dB,-1.79103171400326e+002°)
2.51188643150959e+007	(-5.29905422585780e+001dB,1.78734422957532e+002°)
3.16227766016839e+007	(-5.70201124976378e+001dB,1.76510920273851e+002°)
3.98107170553499e+007	(-6.10703167160200e+001dB,1.74114865895815e+002°)
5.01187233627274e+007	(-6.51516281569845e+001dB,1.71431849912246e+002°)
6.30957344480195e+007	(-6.92807165813180e+001dB,1.68344249928523e+002°)
7.94328234724284e+007	(-7.34833537811303e+001dB,1.64735393275233e+002°)
1.00000000000000e+008	(-7.77984719363565e+001dB,1.60500992395641e+002°)
