Freq.	V(vout)/V(v1)
1.99526231496889e+006	(-2.89318464405152e+001dB,5.26526971074411e+001°)
2.51188643150959e+006	(-3.23093318147931e+001dB,3.99372831944505e+001°)
3.16227766016839e+006	(-3.57833518994528e+001dB,2.98229791285589e+001°)
3.98107170553499e+006	(-3.91898981833769e+001dB,2.17724276526323e+001°)
5.01187233627275e+006	(-4.24074927092443e+001dB,1.53171196168698e+001°)
6.30957344480196e+006	(-4.53341107341942e+001dB,1.01314649534443e+001°)
7.94328234724285e+006	(-4.78846361921156e+001dB,6.00409149436645e+000°)
1.00000000000000e+007	(-5.00025871349811e+001dB,2.77597864828226e+000°)
1.25892541179417e+007	(-5.16736821352952e+001dB,2.80984640572346e-001°)
1.58489319246112e+007	(-5.29288583099241e+001dB,-1.68093908442734e+000°)
1.99526231496889e+007	(-5.38327654539289e+001dB,-3.33040403019770e+000°)
2.51188643150959e+007	(-5.44645787295750e+001dB,-4.87850498146065e+000°)
3.16227766016839e+007	(-5.49012909512221e+001dB,-6.50732461867800e+000°)
3.98107170553499e+007	(-5.52088363976479e+001dB,-8.36866087912707e+000°)
5.01187233627275e+007	(-5.54405374475879e+001dB,-1.05930615840712e+001°)
6.30957344480196e+007	(-5.56399158374058e+001dB,-1.32991096809863e+001°)
7.94328234724286e+007	(-5.58452158499981e+001dB,-1.65964362349068e+001°)
1.00000000000001e+008	(-5.60939528183699e+001dB,-2.05786361020158e+001°)
1.25892541179417e+008	(-5.64262622319479e+001dB,-2.53037328601367e+001°)
1.58489319246112e+008	(-5.68856614798527e+001dB,-3.07630750166777e+001°)
1.99526231496889e+008	(-5.75157029975850e+001dB,-3.68477565110245e+001°)
2.51188643150959e+008	(-5.83521468577189e+001dB,-4.33331473027987e+001°)
3.16227766016840e+008	(-5.94133794651715e+001dB,-4.99045916628971e+001°)
3.98107170553499e+008	(-6.06946941558481e+001dB,-5.62262957932590e+001°)
5.01187233627275e+008	(-6.21706269655341e+001dB,-6.20214761362161e+001°)
6.30957344480197e+008	(-6.38038821072066e+001dB,-6.71217080473142e+001°)
7.94328234724286e+008	(-6.55553466196663e+001dB,-7.14697293266012e+001°)
1.00000000000001e+009	(-6.73908358728189e+001dB,-7.50911248429511e+001°)
1.25892541179417e+009	(-6.92837168508922e+001dB,-7.80586892067722e+001°)
1.58489319246112e+009	(-7.12147364216112e+001dB,-8.04639507246383e+001°)
1.99526231496889e+009	(-7.31706390512976e+001dB,-8.23994198677306e+001°)
2.51188643150960e+009	(-7.51425820934592e+001dB,-8.39495702658209e+001°)
3.16227766016840e+009	(-7.71247851363651e+001dB,-8.51873783516126e+001°)
3.98107170553500e+009	(-7.91135181772151e+001dB,-8.61738803334432e+001°)
5.01187233627275e+009	(-8.11063940587162e+001dB,-8.69591377319055e+001°)
6.30957344480197e+009	(-8.31018929920626e+001dB,-8.75837202221598e+001°)
7.94328234724287e+009	(-8.50990505963779e+001dB,-8.80802608185450e+001°)
1.00000000000001e+010	(-8.70972562033137e+001dB,-8.84748863656157e+001°)
1.25892541179418e+010	(-8.90961236342602e+001dB,-8.87884535865868e+001°)
1.58489319246112e+010	(-9.10954088787099e+001dB,-8.90375815410106e+001°)
1.99526231496889e+010	(-9.30949578375984e+001dB,-8.92354973097057e+001°)
2.51188643150960e+010	(-9.50946732256672e+001dB,-8.93927206273688e+001°)
3.16227766016840e+010	(-9.70944936380317e+001dB,-8.95176141816305e+001°)
3.98107170553500e+010	(-9.90943803220532e+001dB,-8.96168239832270e+001°)
5.01187233627276e+010	(-1.01094308822975e+002dB,-8.96956307963926e+001°)
6.30957344480198e+010	(-1.03094263709498e+002dB,-8.97582301084847e+001°)
7.94328234724287e+010	(-1.05094235244576e+002dB,-8.98079549282077e+001°)
1.00000000000000e+011	(-1.07094217284327e+002dB,-8.98474529663072e+001°)
